LGL,RGL,LTA,RTA,LBF,RBF,LRF,RRF,Event Id,Event Date,Event Duration,Software Marker,Software Marker Name
-4543.54,-1202.2,-870.98,887.96,-1102.29,-1699.2,228.79,-827.48,,,,,
-4422.47,-1204.3,-869.62,907.23,-1104.46,-1706.97,225.77,-828.92,,,,,
-4352.86,-1206.78,-876.7,902.19,-1106.84,-1717.28,224.96,-830.85,,,,,
-4362.36,-1209.06,-886.87,874.56,-1109.16,-1724.71,226.13,-832.73,,,,,
-4444.28,-1210.94,-893.35,830.86,-1111.24,-1725.04,228.41,-833.93,,,,,
-4561.62,-1212.49,-891.75,782.01,-1113.07,-1717.79,230.77,-833.97,,,,,
-4666.2,-1213.77,-882.6,741.72,-1114.81,-1706.56,232.52,-832.76,,,,,
-4722.42,-1214.58,-871.29,722.82,-1116.64,-1697.09,233.66,-830.73,,,,,
-4722.69,-1214.52,-865.08,732.68,-1118.65,-1694.11,234.73,-828.76,,,,,
-4686.85,-1213.32,-869.09,769.24,-1120.81,-1698.88,236.47,-827.88,,,,,
-4647.34,-1211.19,-883.36,820.36,-1123.14,-1709.03,239.31,-828.9,,,,,
-4629.62,-1208.99,-902.67,867.53,-1125.83,-1720.56,243.08,-832.03,,,,,
-4639.51,-1207.96,-919.37,892.93,-1129.27,-1730.88,247.04,-836.75,,,,,
-4664.08,-1209.07,-927.55,887.03,-1133.89,-1740.75,250.23,-841.92,,,,,
-4683.84,-1212.48,-926.11,852.85,-1139.79,-1753.82,251.89,-846.26,,,,,
-4687.41,-1217.32,-919.06,804.68,-1146.44,-1773.87,251.81,-848.74,,,,,
-4678.62,-1222.07,-912.87,761.67,-1152.69,-1801.32,250.31,-849.03,,,,,
-4671.74,-1225.35,-912.38,739.49,-1157.14,-1831.36,248.07,-847.56,,,,,
-4678.64,-1226.66,-917.81,744.31,-1158.8,-1854.92,245.8,-845.23,,,,,
-4697.42,-1226.59,-924.65,772.08,-1157.63,-1862.35,244.01,-843.02,,,,,
-4711.11,-1226.36,-926.53,812.96,-1154.69,-1847.98,242.87,-841.48,,,,,
-4698.47,-1226.97,-919.31,857.98,-1151.7,-1813.01,242.27,-840.57,,,,,
-4650.4,-1228.44,-904.08,903.57,-1150.22,-1765.31,241.92,-839.8,,,,,
-4580.94,-1229.69,-886.94,951.18,-1150.84,-1716.27,241.44,-838.61,,,,,
-4524.29,-1229.2,-875.74,1002.3,-1152.89,-1676.4,240.48,-836.82,,,,,
-4517.64,-1226.06,-875.45,1052.36,-1154.75,-1652.09,238.74,-834.94,,,,,
-4578.88,-1220.8,-884.94,1088.18,-1154.79,-1644.78,236.13,-834.02,,,,,
-4692.37,-1215.38,-897.12,1091.54,-1152.26,-1652.63,232.79,-835.16,,,,,
-4812.48,-1212.2,-902.56,1048.17,-1147.72,-1672.85,229.17,-838.96,,,,,
-4884.45,-1212.8,-894.69,957.35,-1142.8,-1703.13,225.94,-845.03,,,,,
-4872.05,-1216.8,-873.83,836.66,-1139.28,-1741.15,223.72,-851.99,,,,,
-4776.94,-1221.92,-847.59,718.03,-1138.2,-1782.95,222.8,-857.95,,,,,
-4638.56,-1225.09,-827.54,636.07,-1139.32,-1821.86,222.94,-861.19,,,,,
-4514.38,-1224.07,-823.66,613.62,-1141.36,-1849.51,223.39,-860.98,,,,,
-4451.0,-1218.8,-839.61,651.64,-1142.84,-1859.07,223.13,-857.87,,,,,
-4462.07,-1211.47,-871.05,728.55,-1142.97,-1849.16,221.32,-853.53,,,,,
-4524.68,-1205.45,-907.79,809.55,-1142.12,-1825.82,217.64,-850.05,,,,,
-4595.53,-1203.46,-938.5,861.56,-1141.58,-1800.95,212.49,-849.09,,,,,
-4637.04,-1206.13,-955.42,866.74,-1142.81,-1787.16,206.77,-851.16,,,,,
-4638.26,-1211.64,-956.77,828.2,-1146.51,-1791.55,201.48,-855.5,,,,,
-4619.09,-1216.81,-946.19,765.97,-1152.26,-1811.83,197.35,-860.4,,,,,
-4616.23,-1218.76,-929.84,705.85,-1158.71,-1837.07,194.52,-864.0,,,,,
-4659.77,-1216.53,-913.2,667.2,-1164.41,-1853.34,192.63,-865.06,,,,,
-4754.04,-1211.44,-899.21,655.55,-1168.58,-1851.38,191.08,-863.39,,,,,
-4873.56,-1206.24,-888.45,663.04,-1171.49,-1832.26,189.4,-859.83,,,,,
-4975.4,-1203.5,-880.69,675.3,-1174.15,-1807.62,187.49,-855.76,,,,,
-5020.39,-1204.18,-876.28,680.32,-1177.58,-1794.04,185.66,-852.45,,,,,
-4991.13,-1207.23,-876.53,674.6,-1182.06,-1804.26,184.4,-850.52,,,,,
-4897.98,-1210.35,-882.7,663.74,-1186.87,-1839.69,184.19,-849.91,,,,,
-4771.32,-1211.42,-894.54,657.89,-1190.71,-1888.51,185.25,-850.03,,,,,
-4646.38,-1209.69,-909.57,665.4,-1192.43,-1930.56,187.54,-850.29,,,,,
-4549.71,-1206.14,-923.68,688.1,-1191.72,-1946.87,190.78,-850.44,,,,,
-4493.3,-1202.67,-932.9,720.79,-1189.35,-1929.01,194.62,-850.65,,,,,
-4477.05,-1200.87,-935.12,754.58,-1186.71,-1883.58,198.65,-851.27,,,,,
-4494.73,-1201.0,-930.92,782.13,-1185.07,-1829.43,202.47,-852.43,,,,,
-4538.14,-1201.79,-922.83,801.86,-1184.88,-1789.0,205.69,-853.76,,,,,
-4597.35,-1201.23,-913.7,819.29,-1185.66,-1777.99,208.0,-854.46,,,,,
-4659.25,-1197.78,-905.29,844.82,-1186.3,-1798.37,209.24,-853.67,,,,,
-4708.66,-1191.29,-897.9,889.13,-1185.8,-1838.0,209.5,-850.99,,,,,
-4734.12,-1183.24,-891.23,957.89,-1183.77,-1876.64,209.16,-846.85,,,,,
-4735.66,-1176.11,-885.63,1047.71,-1180.49,-1895.32,208.68,-842.45,,,,,
-4728.46,-1172.46,-882.68,1144.72,-1176.57,-1884.29,208.4,-839.19,,,,,
-4737.28,-1173.99,-884.46,1226.65,-1172.32,-1846.27,208.27,-838.02,,,,,
-4781.79,-1181.08,-891.79,1268.24,-1167.51,-1793.82,207.84,-838.77,,,,,
-4860.41,-1192.64,-902.71,1249.11,-1161.42,-1742.89,206.39,-840.17,,,,,
-4943.12,-1206.24,-912.36,1161.65,-1153.44,-1705.98,203.35,-840.39,,,,,
-4980.74,-1218.33,-914.78,1016.2,-1143.61,-1688.11,198.67,-838.02,,,,,
-4928.88,-1224.61,-905.9,840.84,-1132.81,-1686.95,192.97,-833.0,,,,,
-4775.21,-1220.84,-886.01,674.65,-1122.52,-1696.27,187.42,-826.95,,,,,
-4554.18,-1204.16,-860.35,556.05,-1114.1,-1710.18,183.23,-822.69,,,,,
-4338.42,-1174.59,-837.14,510.17,-1108.12,-1725.86,181.24,-823.08,,,,,
-4208.15,-1136.06,-824.1,540.41,-1104.09,-1743.46,181.52,-829.77,,,,,
-4212.93,-1096.09,-825.25,627.77,-1100.82,-1763.83,183.41,-842.32,,,,,
-4345.96,-1063.84,-839.67,738.57,-1097.07,-1785.76,185.91,-858.26,,,,,
-4545.88,-1047.05,-862.8,837.24,-1092.24,-1804.68,188.11,-874.05,,,,,
-4726.7,-1049.07,-889.16,898.53,-1086.64,-1813.81,189.57,-886.44,,,,,
-4820.85,-1067.39,-914.95,914.01,-1081.21,-1807.34,190.4,-893.7,,,,,
-4812.34,-1094.68,-938.69,890.76,-1076.85,-1783.86,191.07,-896.06,,,,,
-4741.79,-1121.77,-959.91,844.06,-1073.88,-1748.32,191.99,-895.23,,,,,
-4680.48,-1141.49,-977.01,789.07,-1071.8,-1711.15,193.3,-893.32,,,,,
-4687.59,-1151.32,-986.12,736.0,-1069.64,-1684.81,194.74,-891.77,,,,,
-4774.92,-1153.72,-982.26,690.93,-1066.53,-1679.08,195.89,-890.81,,,,,
-4899.04,-1153.92,-962.46,660.15,-1062.21,-1697.18,196.42,-889.71,,,,,
-4985.59,-1156.64,-928.98,653.75,-1057.13,-1734.42,196.29,-887.61,,,,,
-4972.24,-1163.46,-890.35,684.48,-1052.14,-1780.2,195.77,-884.27,,,,,
-4845.77,-1172.32,-858.98,761.18,-1047.97,-1822.3,195.28,-880.46,,,,,
-4652.28,-1179.32,-846.04,880.26,-1044.78,-1851.89,195.13,-877.48,,,,,
-4474.42,-1181.59,-856.03,1020.75,-1042.21,-1866.77,195.38,-876.35,,,,,
-4388.25,-1179.49,-884.26,1147.6,-1039.71,-1871.6,195.87,-877.02,,,,,
-4423.74,-1176.67,-918.6,1223.17,-1037.01,-1874.73,196.36,-878.2,,,,,
-4550.8,-1178.02,-945.15,1222.45,-1034.37,-1883.3,196.72,-877.94,,,,,
-4697.86,-1186.61,-954.75,1144.37,-1032.52,-1898.81,196.94,-874.74,,,,,
-4792.08,-1201.64,-947.08,1013.27,-1032.14,-1915.42,197.15,-868.44,,,,,
-4798.14,-1218.55,-930.08,869.1,-1033.43,-1922.03,197.41,-860.43,,,,,
-4734.38,-1231.46,-915.12,751.05,-1035.89,-1907.39,197.63,-853.0,,,,,
-4658.49,-1236.38,-910.72,682.38,-1038.54,-1865.81,197.6,-848.05,,,,,
-4632.05,-1233.5,-918.3,663.73,-1040.41,-1800.95,197.11,-846.02,,,,,
-4685.16,-1226.98,-932.24,677.38,-1041.04,-1725.5,196.13,-845.61,,,,,
-4800.78,-1222.5,-943.92,699.26,-1040.67,-1656.8,194.88,-844.5,,,,,
-4926.64,-1223.96,-947.26,711.7,-1040.04,-1610.25,193.77,-840.72,,,,,
-5006.12,-1231.17,-942.17,710.48,-1039.88,-1593.52,193.18,-833.92,,,,,
-5009.52,-1240.12,-933.92,703.45,-1040.52,-1604.11,193.29,-825.75,,,,,
-4947.89,-1245.37,-928.94,703.29,-1041.72,-1631.37,193.99,-819.11,,,,,
-4862.76,-1243.33,-929.69,719.84,-1042.88,-1661.79,194.95,-816.66,,,,,
-4799.55,-1234.38,-932.09,756.6,-1043.46,-1684.87,195.84,-819.33,,,,,
-4781.41,-1222.53,-927.43,812.61,-1043.32,-1696.9,196.45,-825.79,,,,,
-4798.63,-1213.04,-907.86,886.69,-1042.82,-1700.89,196.8,-833.12,,,,,
-4818.69,-1209.26,-872.33,979.32,-1042.54,-1703.28,196.99,-838.37,,,,,
-4809.24,-1210.69,-829.35,1089.77,-1042.9,-1709.43,197.09,-840.18,,,,,
-4759.15,-1213.47,-794.35,1209.66,-1043.97,-1720.49,197.01,-839.43,,,,,
-4684.87,-1212.74,-782.79,1318.41,-1045.39,-1733.07,196.55,-838.7,,,,,
-4619.16,-1205.5,-802.37,1385.55,-1046.7,-1741.78,195.52,-840.61,,,,,
-4590.19,-1192.21,-848.55,1381.63,-1047.58,-1742.69,193.97,-846.12,,,,,
-4604.64,-1176.11,-906.01,1293.43,-1048.1,-1735.75,192.17,-853.78,,,,,
-4645.08,-1160.98,-955.35,1135.36,-1048.52,-1724.77,190.58,-860.3,,,,,
-4682.53,-1148.68,-981.74,949.35,-1049.15,-1715.08,189.59,-862.28,,,,,
-4695.49,-1138.39,-981.01,790.89,-1050.0,-1710.39,189.28,-858.15,,,,,
-4683.05,-1127.92,-960.5,706.56,-1050.86,-1710.88,189.42,-849.26,,,,,
-4663.8,-1116.24,-934.23,713.56,-1051.41,-1713.39,189.57,-839.4,,,,,
-4661.95,-1105.52,-915.64,792.03,-1051.53,-1713.69,189.38,-833.12,,,,,
-4689.95,-1100.98,-911.4,894.58,-1051.48,-1709.32,188.82,-833.6,,,,,
-4739.46,-1108.25,-919.63,968.88,-1051.8,-1701.16,188.16,-841.24,,,,,
-4786.66,-1129.52,-932.66,981.94,-1052.96,-1693.16,187.86,-853.68,,,,,
-4808.47,-1160.88,-942.4,933.91,-1055.1,-1690.07,188.22,-867.14,,,,,
-4799.14,-1192.55,-944.89,854.66,-1057.79,-1694.94,189.16,-878.35,,,,,
-4775.8,-1212.5,-941.72,785.71,-1060.23,-1707.54,190.27,-885.99,,,,,
-4768.56,-1211.71,-937.82,757.57,-1061.67,-1724.62,191.0,-890.9,,,,,
-4800.76,-1188.61,-937.56,774.82,-1061.76,-1741.66,191.04,-895.04,,,,,
-4871.54,-1150.19,-941.65,816.52,-1060.76,-1754.99,190.54,-900.03,,,,,
-4952.4,-1109.08,-946.77,850.7,-1059.34,-1763.12,190.01,-905.94,,,,,
-5001.19,-1078.04,-948.04,854.15,-1058.22,-1766.87,190.09,-911.35,,,,,
-4986.6,-1064.53,-942.5,826.26,-1057.75,-1768.52,191.15,-914.32,,,,,
-4908.86,-1068.02,-931.34,789.47,-1057.78,-1770.82,193.0,-913.82,,,,,
-4804.17,-1081.16,-919.49,776.93,-1057.8,-1776.39,195.0,-910.65,,,,,
-4728.74,-1094.02,-912.85,814.8,-1057.27,-1787.46,196.35,-907.18,,,,,
-4730.15,-1099.0,-914.79,909.33,-1055.99,-1805.59,196.54,-906.13,,,,,
-4821.12,-1093.96,-924.21,1045.19,-1054.13,-1830.7,195.59,-908.94,,,,,
-4970.13,-1082.27,-936.2,1194.72,-1052.09,-1859.86,194.03,-914.83,,,,,
-5114.35,-1070.13,-944.81,1331.7,-1050.24,-1886.52,192.6,-921.06,,,,,
-5188.7,-1063.06,-946.36,1441.2,-1048.7,-1901.42,191.85,-924.28,,,,,
-5156.3,-1063.38,-941.19,1520.63,-1047.37,-1895.53,191.87,-922.33,,,,,
-5025.18,-1069.88,-933.1,1572.83,-1046.15,-1864.3,192.34,-915.38,,,,,
-4843.46,-1079.45,-926.79,1597.29,-1045.12,-1811.09,192.78,-905.89,,,,,
-4676.55,-1089.32,-925.11,1586.05,-1044.61,-1747.79,192.92,-897.27,,,,,
-4578.23,-1098.45,-927.63,1527.53,-1044.99,-1691.57,192.86,-892.1,,,,,
-4569.83,-1107.49,-931.32,1415.62,-1046.4,-1658.5,193.02,-890.85,,,,,
-4635.98,-1117.6,-932.72,1257.85,-1048.51,-1657.04,193.84,-891.76,,,,,
-4736.81,-1129.08,-930.16,1076.49,-1050.62,-1684.31,195.47,-891.93,,,,,
-4828.41,-1140.95,-924.7,901.05,-1052.01,-1727.35,197.66,-889.09,,,,,
-4880.83,-1151.54,-919.23,756.12,-1052.38,-1768.9,199.84,-882.92,,,,,
-4886.01,-1159.72,-916.55,651.63,-1052.01,-1795.07,201.42,-875.22,,,,,
-4854.52,-1165.76,-917.64,581.49,-1051.66,-1800.98,202.12,-869.0,,,,,
-4805.49,-1171.06,-921.19,531.22,-1052.05,-1791.87,202.02,-866.77,,,,,
-4756.42,-1177.18,-924.73,490.0,-1053.34,-1778.96,201.47,-869.2,,,,,
-4717.71,-1184.52,-926.28,459.17,-1055.0,-1772.73,200.82,-874.7,,,,,
-4692.87,-1191.94,-925.7,451.84,-1055.93,-1777.12,200.23,-880.19,,,,,
-4681.75,-1197.48,-924.63,483.41,-1055.19,-1787.7,199.59,-882.59,,,,,
-4683.49,-1199.85,-925.24,558.88,-1052.5,-1794.7,198.74,-880.22,,,,,
-4697.13,-1199.75,-928.63,665.04,-1048.54,-1788.93,197.63,-873.33,,,,,
-4720.41,-1199.93,-933.95,773.04,-1044.63,-1767.16,196.48,-863.64,,,,,
-4748.65,-1203.88,-938.82,850.83,-1042.03,-1733.94,195.68,-853.14,,,,,
-4775.39,-1213.71,-940.82,878.78,-1041.23,-1699.07,195.56,-842.92,,,,,
-4794.79,-1228.53,-938.97,859.51,-1041.67,-1672.12,196.18,-832.66,,,,,
-4804.13,-1244.28,-934.39,816.35,-1042.06,-1657.49,197.26,-821.09,,,,,
-4804.77,-1255.35,-929.62,780.64,-1041.08,-1652.56,198.37,-807.08,,,,,
-4800.7,-1257.2,-927.09,775.17,-1038.19,-1650.03,199.23,-790.77,,,,,
-4795.69,-1248.6,-927.7,802.7,-1033.9,-1642.9,199.92,-774.17,,,,,
-4791.2,-1232.28,-930.48,845.82,-1029.49,-1629.03,200.87,-760.69,,,,,
-4786.26,-1213.65,-933.35,878.02,-1026.26,-1612.73,202.57,-753.95,,,,,
-4779.54,-1198.28,-934.65,879.13,-1024.8,-1602.41,205.23,-756.29,,,,,
-4771.62,-1189.45,-934.15,846.66,-1024.7,-1605.75,208.52,-767.68,,,,,
-4765.85,-1186.99,-933.16,796.56,-1024.83,-1625.1,211.75,-785.42,,,,,
-4766.64,-1187.99,-933.37,753.75,-1024.08,-1655.82,214.25,-804.91,,,,,
-4776.27,-1188.73,-935.48,738.25,-1022.04,-1688.31,215.82,-821.06,,,,,
-4792.53,-1186.8,-938.34,755.01,-1019.23,-1712.6,216.96,-829.93,,,,,
-4808.95,-1182.23,-939.37,793.03,-1016.79,-1722.96,218.56,-829.99,,,,,
-4818.05,-1177.09,-936.02,833.39,-1015.73,-1720.04,221.41,-822.56,,,,,
-4815.71,-1174.0,-927.4,861.08,-1016.31,-1709.7,225.47,-811.36,,,,,
-4803.97,-1174.37,-915.06,873.15,-1017.86,-1699.41,229.76,-801.24,,,,,
-4790.26,-1177.56,-902.41,878.92,-1019.14,-1694.36,232.62,-796.52,,,,,
-4783.29,-1181.17,-893.03,892.55,-1019.08,-1695.39,232.68,-799.57,,,,,
-4787.97,-1182.39,-888.85,923.24,-1017.4,-1699.6,229.75,-809.92,,,,,
-4802.45,-1179.6,-889.27,969.03,-1014.71,-1702.81,225.34,-824.45,,,,,
-4819.21,-1173.33,-891.58,1017.92,-1012.11,-1702.34,222.36,-838.53,,,,,
-4829.66,-1166.23,-892.62,1054.9,-1010.54,-1698.39,223.97,-847.72,,,,,
-4829.39,-1161.93,-890.41,1070.26,-1010.2,-1693.38,232.15,-849.41,,,,,
-4820.92,-1163.55,-885.06,1063.72,-1010.48,-1690.04,246.55,-843.83,,,,,
-4812.27,-1172.5,-878.37,1042.26,-1010.37,-1689.45,264.22,-833.85,,,,,
-4812.03,-1187.9,-872.53,1013.38,-1009.17,-1690.38,280.4,-823.79,,,,,
-4824.17,-1207.05,-868.68,978.81,-1006.9,-1690.11,290.06,-817.6,,,,,
-4845.55,-1226.42,-866.32,933.06,-1004.35,-1686.28,289.7,-817.4,,,,,
-4867.81,-1242.87,-863.72,867.93,-1002.64,-1678.4,278.63,-822.68,,,,,
-4882.22,-1254.58,-859.15,780.07,-1002.53,-1668.23,259.28,-830.88,,,,,
-4884.75,-1261.49,-851.99,676.48,-1004.05,-1658.93,236.5,-838.7,,,,,
-4878.04,-1265.0,-843.14,573.9,-1006.45,-1653.4,216.17,-843.63,,,,,
-4869.35,-1267.38,-834.48,491.91,-1008.7,-1652.97,203.45,-845.0,,,,,
-4865.81,-1270.93,-827.81,443.69,-1010.05,-1656.98,201.28,-843.96,,,,,
-4870.03,-1277.34,-823.97,429.92,-1010.49,-1663.46,209.51,-842.62,,,,,
-4878.76,-1287.53,-822.61,439.81,-1010.63,-1670.2,224.89,-842.76,,,,,
-4885.29,-1301.68,-822.71,458.73,-1011.35,-1675.67,241.89,-844.91,,,,,
-4883.89,-1319.59,-823.42,478.09,-1013.22,-1679.43,254.18,-848.17,,,,,
-4873.46,-1340.74,-824.68,501.31,-1016.15,-1681.79,256.54,-850.77,,,,,
-4858.07,-1364.11,-827.21,542.05,-1019.43,-1683.36,246.62,-851.1,,,,,
-4844.15,-1387.62,-831.96,615.34,-1022.08,-1684.74,225.92,-848.49,,,,,
-4836.32,-1407.86,-839.46,726.34,-1023.31,-1686.4,199.8,-843.28,,,,,
-4834.52,-1420.32,-849.53,863.32,-1022.89,-1688.82,176.0,-836.43,,,,,
-4834.29,-1420.65,-861.44,998.83,-1021.14,-1692.39,162.36,-828.75,,,,,
-4829.95,-1406.47,-874.46,1098.99,-1018.79,-1697.23,164.17,-820.46,,,,,
-4818.41,-1379.11,-888.19,1136.22,-1016.66,-1702.97,182.25,-811.41,,,,,
-4801.29,-1344.09,-902.56,1099.37,-1015.42,-1708.7,212.51,-801.71,,,,,
-4783.81,-1309.74,-917.4,996.98,-1015.54,-1713.42,247.13,-792.41,,,,,
-4771.35,-1284.26,-931.97,853.04,-1017.2,-1716.56,277.06,-785.68,,,,,
-4765.99,-1272.16,-944.89,698.44,-1020.27,-1718.4,294.89,-784.1,,,,,
-4765.16,-1272.01,-954.61,562.57,-1024.29,-1719.87,296.95,-789.3,,,,,
-4763.56,-1276.68,-960.28,468.16,-1028.42,-1721.78,284.1,-800.64,,,,,
-4756.71,-1276.31,-962.27,429.55,-1031.6,-1723.99,260.78,-814.69,,,,,
-4744.02,-1262.96,-962.21,452.47,-1032.92,-1724.95,233.12,-825.89,,,,,
-4729.29,-1234.54,-962.16,533.18,-1031.97,-1722.3,206.89,-828.47,,,,,
-4718.14,-1196.21,-963.57,656.87,-1029.2,-1714.13,185.93,-818.64,,,,,
-4714.25,-1158.34,-966.52,797.15,-1025.78,-1700.49,171.82,-796.36,,,,,
-4716.77,-1131.82,-969.74,919.67,-1023.21,-1683.9,164.24,-765.58,,,,,
-4720.6,-1123.18,-971.54,990.82,-1022.56,-1668.6,161.97,-732.99,,,,,
-4719.53,-1131.75,-970.94,989.4,-1024.0,-1658.64,163.63,-705.66,,,,,
-4710.15,-1150.4,-968.38,916.18,-1026.66,-1655.8,168.05,-688.6,,,,,
-4694.01,-1169.32,-965.57,795.93,-1029.01,-1658.45,174.25,-683.24,,,,,
-4676.66,-1180.88,-964.43,669.34,-1029.65,-1662.21,181.2,-687.35,,,,,
-4664.15,-1183.06,-965.92,577.55,-1028.01,-1662.07,187.79,-696.45,,,,,
-4659.14,-1179.62,-969.34,545.72,-1024.56,-1654.92,193.05,-705.75,,,,,
-4659.25,-1177.43,-972.74,573.76,-1020.53,-1641.11,196.42,-711.97,,,,,
-4658.6,-1182.29,-974.04,638.52,-1017.19,-1624.26,198.04,-714.18,,,,,
-4651.56,-1195.85,-972.31,706.66,-1015.16,-1609.22,198.64,-713.48,,,,,
-4636.4,-1215.07,-968.23,751.48,-1014.14,-1599.58,199.18,-711.94,,,,,
-4616.36,-1234.29,-963.58,765.3,-1013.11,-1595.85,200.31,-711.36,,,,,
-4597.52,-1248.43,-959.92,761.27,-1011.03,-1595.44,202.1,-712.43,,,,,
-4584.84,-1255.48,-957.4,764.21,-1007.4,-1594.28,204.01,-714.81,,,,,
-4578.84,-1256.86,-954.34,795.7,-1002.54,-1589.2,205.21,-717.64,,,,,
-4575.26,-1255.75,-948.18,861.62,-997.28,-1579.51,205.05,-720.4,,,,,
-4567.75,-1254.75,-937.05,948.54,-992.42,-1567.2,203.42,-723.37,,,,,
-4552.07,-1254.53,-921.22,1030.51,-988.18,-1555.58,200.8,-727.58,,,,,
-4529.08,-1254.06,-903.44,1082.03,-984.06,-1547.38,198.14,-734.29,,,,,
-4504.47,-1252.26,-887.94,1090.1,-979.2,-1543.41,196.61,-744.17,,,,,
-4485.51,-1249.52,-878.52,1059.26,-972.91,-1542.55,197.45,-756.9,,,,,
-4476.7,-1247.83,-876.79,1007.44,-965.14,-1542.87,201.76,-771.05,,,,,
-4477.01,-1249.24,-881.47,955.87,-956.59,-1543.02,210.43,-784.63,,,,,
-4480.66,-1253.72,-889.1,918.8,-948.34,-1543.03,223.77,-795.77,,,,,
-4480.65,-1258.02,-895.72,898.52,-941.27,-1543.91,241.14,-803.39,,,,,
-4473.18,-1256.84,-898.55,887.45,-935.72,-1546.55,260.52,-807.51,,,,,
-4459.95,-1245.86,-896.96,875.19,-931.4,-1550.54,278.67,-809.05,,,,,
-4447.16,-1225.14,-892.18,855.76,-927.77,-1554.02,291.72,-809.36,,,,,
-4441.71,-1200.5,-886.3,830.7,-924.39,-1554.48,296.5,-809.68,,,,,
-4447.03,-1181.7,-881.23,806.99,-921.22,-1550.26,291.91,-810.72,,,,,
-4461.15,-1177.88,-878.07,791.56,-918.51,-1541.59,279.85,-812.62,,,,,
-4478.09,-1192.71,-877.3,786.47,-916.48,-1530.63,265.02,-815.08,,,,,
-4491.51,-1221.96,-879.15,787.74,-914.99,-1520.42,253.54,-817.69,,,,,
-4498.41,-1255.19,-883.83,788.43,-913.54,-1513.32,250.74,-820.12,,,,,
-4500.46,-1280.98,-891.19,783.65,-911.51,-1509.98,259.04,-822.3,,,,,
-4502.17,-1292.7,-900.16,774.0,-908.64,-1509.35,276.79,-824.27,,,,,
-4507.35,-1291.75,-908.44,765.26,-905.24,-1509.76,298.76,-826.18,,,,,
-4516.19,-1286.16,-912.98,764.4,-902.11,-1510.15,318.02,-828.17,,,,,
-4524.86,-1285.29,-911.17,774.67,-900.02,-1510.72,328.53,-830.39,,,,,
-4528.11,-1293.55,-902.32,792.97,-899.26,-1512.55,327.32,-833.01,,,,,
-4522.92,-1307.1,-888.37,811.33,-899.38,-1516.41,315.36,-836.18,,,,,
-4511.0,-1315.54,-873.31,821.85,-899.51,-1521.77,296.86,-839.91,,,,,
-4498.29,-1307.92,-861.52,821.8,-898.95,-1526.64,277.37,-843.91,,,,,
-4491.6,-1279.73,-855.56,815.76,-897.81,-1528.6,261.54,-847.51,,,,,
-4494.55,-1236.79,-854.95,813.1,-897.04,-1526.37,251.63,-849.83,,,,,
-4505.29,-1193.33,-856.4,822.05,-897.93,-1520.86,247.19,-850.1,,,,,
-4517.42,-1165.13,-855.6,843.76,-901.18,-1515.0,245.9,-848.12,,,,,
-4523.81,-1161.38,-849.58,870.15,-906.19,-1512.22,245.06,-844.55,,,,,
-4520.75,-1179.67,-838.32,887.0,-910.96,-1514.49,242.9,-840.85,,,,,
-4510.18,-1207.38,-824.77,881.16,-912.95,-1521.06,239.11,-838.82,,,,,
-4498.4,-1228.61,-813.24,847.97,-910.38,-1528.73,234.64,-839.79,,,,,
-4492.24,-1233.17,-807.01,794.9,-903.45,-1533.64,230.83,-843.95,,,,,
-4495.0,-1222.3,-806.73,739.15,-894.64,-1533.45,228.62,-850.08,,,,,
-4504.58,-1208.01,-810.25,700.3,-887.87,-1528.79,228.11,-855.87,,,,,
-4515.03,-1205.97,-814.1,691.48,-886.91,-1522.84,228.66,-858.89,,,,,
-4520.31,-1225.87,-815.6,713.4,-893.65,-1519.52,229.41,-857.62,,,,,
-4518.0,-1264.75,-814.41,754.24,-907.28,-1521.12,229.72,-852.23,,,,,
-4510.69,-1307.0,-812.53,795.2,-924.57,-1526.95,229.48,-844.54,,,,,
-4504.12,-1331.63,-812.79,818.84,-941.29,-1533.76,228.94,-837.31,,,,,
-4503.47,-1323.0,-816.91,816.41,-953.96,-1537.67,228.44,-833.0,,,,,
-4510.12,-1279.56,-824.13,790.68,-961.07,-1536.5,228.1,-832.71,,,,,
-4520.9,-1215.75,-831.45,753.62,-963.29,-1531.02,227.76,-835.74,,,,,
-4530.26,-1156.07,-835.23,720.5,-962.64,-1524.41,227.12,-839.98,,,,,
-4533.82,-1124.08,-833.25,703.37,-961.21,-1520.28,226.01,-842.95,,,,,
-4531.19,-1131.83,-826.07,707.02,-960.11,-1520.43,224.55,-843.01,,,,,
-4525.98,-1174.83,-816.79,728.49,-959.23,-1523.85,223.12,-840.02,,,,,
-4523.31,-1234.66,-809.44,759.83,-957.7,-1527.45,222.13,-835.34,,,,,
-4526.29,-1287.77,-806.92,792.06,-954.82,-1528.13,221.76,-831.1,,,,,
-4533.81,-1315.75,-809.49,818.53,-950.67,-1524.89,221.87,-829.19,,,,,
-4541.17,-1312.42,-814.82,836.29,-946.25,-1519.54,222.08,-830.44,,,,,
-4543.02,-1284.68,-819.23,845.63,-942.89,-1515.61,222.04,-834.5,,,,,
-4536.84,-1247.75,-819.55,848.6,-941.51,-1516.04,221.66,-840.12,,,,,
-4524.74,-1217.49,-814.49,847.58,-942.14,-1521.14,221.22,-845.95,,,,,
-4512.34,-1204.02,-804.89,844.56,-943.88,-1528.11,221.22,-851.03,,,,,
-4505.46,-1208.91,-792.98,841.0,-945.45,-1532.44,222.09,-855.0,,,,,
